Date,Curtailment
2022-07-01 00:00:00.000000,0.0
2022-07-01 00:00:00.000000,0.0
2022-07-01 00:00:00.000000,0.0
2022-07-01 00:00:00.000000,0.0
2022-07-01 00:00:00.000000,0.0
2022-07-01 00:00:00.000000,0.0
2022-07-01 00:00:00.000000,0.0
2022-07-01 00:00:00.000000,6.285714285714286
2022-07-01 00:00:00.000000,30.58333333333333
2022-07-01 00:00:00.000000,67.07142857142857
2022-07-01 00:00:00.000000,55.0
2022-07-01 00:00:00.000000,105.75
2022-07-01 00:00:00.000000,135.91666666666666
2022-07-01 00:00:00.000000,126.0
2022-07-01 00:00:00.000000,117.25
2022-07-01 00:00:00.000000,95.75
2022-07-01 00:00:00.000000,74.0
2022-07-01 00:00:00.000000,60.5625
2022-07-01 00:00:00.000000,48.46153846153846
2022-07-01 00:00:00.000000,12.416666666666666
2022-07-01 00:00:00.000000,0.0
2022-07-01 00:00:00.000000,0.0
2022-07-01 00:00:00.000000,8.0
2022-07-01 00:00:00.000000,0.0
2022-07-02 00:00:00.000000,0.0
2022-07-02 00:00:00.000000,0.0
2022-07-02 00:00:00.000000,0.0
2022-07-02 00:00:00.000000,0.0
2022-07-02 00:00:00.000000,0.0
2022-07-02 00:00:00.000000,0.0
2022-07-02 00:00:00.000000,0.0
2022-07-02 00:00:00.000000,21.0
2022-07-02 00:00:00.000000,150.73684210526315
2022-07-02 00:00:00.000000,58.333333333333336
2022-07-02 00:00:00.000000,182.57142857142856
2022-07-02 00:00:00.000000,200.0
2022-07-02 00:00:00.000000,208.33333333333331
2022-07-02 00:00:00.000000,245.3125
2022-07-02 00:00:00.000000,201.47368421052636
2022-07-02 00:00:00.000000,143.0909090909091
2022-07-02 00:00:00.000000,127.83333333333331
2022-07-02 00:00:00.000000,75.29411764705883
2022-07-02 00:00:00.000000,65.83333333333333
2022-07-02 00:00:00.000000,11.5
2022-07-02 00:00:00.000000,1.5
2022-07-02 00:00:00.000000,0.0
2022-07-02 00:00:00.000000,0.0
2022-07-02 00:00:00.000000,0.0
2022-07-03 00:00:00.000000,0.0
2022-07-03 00:00:00.000000,0.0
2022-07-03 00:00:00.000000,0.0
2022-07-03 00:00:00.000000,0.0
2022-07-03 00:00:00.000000,0.0
2022-07-03 00:00:00.000000,0.0
2022-07-03 00:00:00.000000,0.0
2022-07-03 00:00:00.000000,26.818181818181817
2022-07-03 00:00:00.000000,678.65
2022-07-03 00:00:00.000000,1781.0869565217392
2022-07-03 00:00:00.000000,1830.3333333333333
2022-07-03 00:00:00.000000,2242.0
2022-07-03 00:00:00.000000,2146.842105263158
2022-07-03 00:00:00.000000,1919.6818181818185
2022-07-03 00:00:00.000000,1923.1304347826087
2022-07-03 00:00:00.000000,2076.375
2022-07-03 00:00:00.000000,1702.608695652174
2022-07-03 00:00:00.000000,1350.9473684210527
2022-07-03 00:00:00.000000,652.4117647058823
2022-07-03 00:00:00.000000,148.84615384615384
2022-07-03 00:00:00.000000,19.666666666666668
2022-07-03 00:00:00.000000,0.0
2022-07-03 00:00:00.000000,0.0
2022-07-03 00:00:00.000000,0.0
2022-07-04 00:00:00.000000,0.0
2022-07-04 00:00:00.000000,0.0
2022-07-04 00:00:00.000000,0.0
2022-07-04 00:00:00.000000,0.0
2022-07-04 00:00:00.000000,0.0
2022-07-04 00:00:00.000000,0.0
2022-07-04 00:00:00.000000,0.0
2022-07-04 00:00:00.000000,60.9
2022-07-04 00:00:00.000000,1052.25
2022-07-04 00:00:00.000000,1852.7894736842104
2022-07-04 00:00:00.000000,1952.375
2022-07-04 00:00:00.000000,1982.1304347826087
2022-07-04 00:00:00.000000,1850.782608695652
2022-07-04 00:00:00.000000,1632.6
2022-07-04 00:00:00.000000,910.4761904761904
2022-07-04 00:00:00.000000,696.0909090909091
2022-07-04 00:00:00.000000,275.45454545454544
2022-07-04 00:00:00.000000,143.61111111111111
2022-07-04 00:00:00.000000,174.14285714285714
2022-07-04 00:00:00.000000,26.642857142857142
2022-07-04 00:00:00.000000,0.0
2022-07-04 00:00:00.000000,0.0
2022-07-04 00:00:00.000000,0.0
2022-07-04 00:00:00.000000,0.0
2022-07-05 00:00:00.000000,0.0
2022-07-05 00:00:00.000000,0.0
2022-07-05 00:00:00.000000,0.0
2022-07-05 00:00:00.000000,0.0
2022-07-05 00:00:00.000000,0.0
2022-07-05 00:00:00.000000,0.0
2022-07-05 00:00:00.000000,0.0
2022-07-05 00:00:00.000000,23.9
2022-07-05 00:00:00.000000,36.285714285714285
2022-07-05 00:00:00.000000,255.91666666666663
2022-07-05 00:00:00.000000,428.9166666666667
2022-07-05 00:00:00.000000,290.9166666666667
2022-07-05 00:00:00.000000,293.0833333333333
2022-07-05 00:00:00.000000,215.8571428571429
2022-07-05 00:00:00.000000,162.08333333333334
2022-07-05 00:00:00.000000,204.16666666666663
2022-07-05 00:00:00.000000,388.9166666666667
2022-07-05 00:00:00.000000,486.38461538461536
2022-07-05 00:00:00.000000,112.94117647058825
2022-07-05 00:00:00.000000,163.36363636363637
2022-07-05 00:00:00.000000,77.08333333333333
2022-07-05 00:00:00.000000,16.0
2022-07-05 00:00:00.000000,92.77777777777776
2022-07-05 00:00:00.000000,95.57142857142856
2022-07-06 00:00:00.000000,0.0
2022-07-06 00:00:00.000000,0.0
2022-07-06 00:00:00.000000,0.0
2022-07-06 00:00:00.000000,0.0
2022-07-06 00:00:00.000000,0.0
2022-07-06 00:00:00.000000,0.0
2022-07-06 00:00:00.000000,0.0
2022-07-06 00:00:00.000000,18.09090909090909
2022-07-06 00:00:00.000000,20.071428571428573
2022-07-06 00:00:00.000000,132.0
2022-07-06 00:00:00.000000,67.5
2022-07-06 00:00:00.000000,95.0
2022-07-06 00:00:00.000000,134.0
2022-07-06 00:00:00.000000,151.52631578947367
2022-07-06 00:00:00.000000,110.45
2022-07-06 00:00:00.000000,149.6315789473684
2022-07-06 00:00:00.000000,124.54166666666669
2022-07-06 00:00:00.000000,154.41666666666666
2022-07-06 00:00:00.000000,84.33333333333333
2022-07-06 00:00:00.000000,13.166666666666666
2022-07-06 00:00:00.000000,6.0
2022-07-06 00:00:00.000000,17.083333333333332
2022-07-06 00:00:00.000000,81.36363636363636
2022-07-06 00:00:00.000000,51.083333333333336
2022-07-07 00:00:00.000000,0.0
2022-07-07 00:00:00.000000,0.0
2022-07-07 00:00:00.000000,0.0
2022-07-07 00:00:00.000000,0.0
2022-07-07 00:00:00.000000,0.0
2022-07-07 00:00:00.000000,0.0
2022-07-07 00:00:00.000000,0.0
2022-07-07 00:00:00.000000,21.0
2022-07-07 00:00:00.000000,16.0
2022-07-07 00:00:00.000000,71.41666666666667
2022-07-07 00:00:00.000000,53.57142857142857
2022-07-07 00:00:00.000000,91.52941176470588
2022-07-07 00:00:00.000000,124.6
2022-07-07 00:00:00.000000,110.21428571428572
2022-07-07 00:00:00.000000,132.22222222222223
2022-07-07 00:00:00.000000,76.26086956521739
2022-07-07 00:00:00.000000,245.3846153846154
2022-07-07 00:00:00.000000,86.38888888888889
2022-07-07 00:00:00.000000,59.833333333333336
2022-07-07 00:00:00.000000,41.294117647058826
2022-07-07 00:00:00.000000,0.0
2022-07-07 00:00:00.000000,46.333333333333336
2022-07-07 00:00:00.000000,132.8181818181818
2022-07-07 00:00:00.000000,114.8
